transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,kyc_full_name,kyc_date_of_birth,kyc_nationality,kyc_id_type,kyc_id_number,kyc_id_issuing_country,kyc_id_expiration_date,kyc_address,kyc_phone_number,kyc_email,kyc_occupation,kyc_employer_name,kyc_source_of_funds,kyc_annual_income_range,kyc_pep_status,kyc_aml_risk_score,kyc_closed_false_positive_alerts,kyc_frequent_connection_country,kyc_customer_since,companies_directed,sender_name,sender_account_number,sender_bank,sender_location,source
657891a9-f63c-46de-b8bc-1f2103fab780,99a9fe62-7643-4bd6-9ce9-e7eb05d10e2e,5727ac99-50a8-4d5d-970a-e021ea06eb70,POS,2024-10-16 10:42:40,147.16,GBP,5999,Restaurant,credit,665.88,Visa,**** **** **** 6934,12/28,Chase,Danielle Graham,b94bcd88-84d2-46c9-941a-8f6e3528cb50,Gates-Smith,"{'city': 'Lake Sergiofort', 'state': 'MH', 'country': 'UK'}",T5149,swipe,POS,"{'latitude': Decimal('60.2280875'), 'longitude': Decimal('67.600114')}",122998,biometric,,58,failed,,,9,,,,10c38a71-c655-424d-b50e-a07fe1660f16,referral,Danielle Graham,1957-08-30,Svalbard & Jan Mayen Islands,Driver's License,81c05c33,Reunion,2029-06-20,"590 George Tunnel Suite 313
East Samantha, DC 26287",320-701-1732,clogan@example.com,"Designer, multimedia","Flynn, Edwards and Reed",investment,>250k,True,6.0,0,,2001-11-19,,,,,,
f2a40bdc-6245-4244-ba5d-be4fde20f020,99a9fe62-7643-4bd6-9ce9-e7eb05d10e2e,6110685b-1579-42bd-96b8-564fde51bb41,mobile_app,2024-11-07 19:52:44,670.74,GBP,5812,Electronics,debit,2637.1,Visa,**** **** **** 7421,03/28,Bank of America,Danielle Graham,4f505bab-8672-4256-ba4a-0dcce2744ea3,"Roberts, Howard and Turner","{'city': 'West Rhondafurt', 'state': 'ME', 'country': 'UK'}",T9014,CNP,mobile_app,"{'latitude': Decimal('17.0104995'), 'longitude': Decimal('159.588879')}",612586,biometric,,90,failed,,,7,116.84.231.150,58980468-086b-4f3e-8046-dd81ad7a4d0b,,460938ea-89a0-4532-b42a-079c918cbb4b,referral,Danielle Graham,1957-08-30,Svalbard & Jan Mayen Islands,Driver's License,81c05c33,Reunion,2029-06-20,"590 George Tunnel Suite 313
East Samantha, DC 26287",320-701-1732,clogan@example.com,"Designer, multimedia","Flynn, Edwards and Reed",investment,>250k,True,6.0,0,,2001-11-19,,,,,,
eef1de63-2662-4241-99c7-c107c4051efd,1f2f7559-a1e8-4a8a-928d-b39cd6571baa,1922baee-dff2-4f90-9a58-160fa3736122,mobile_app,2024-10-28 19:52:13,220.76,GBP,5411,Gas,credit,1129.11,Visa,**** **** **** 9368,07/29,Wells Fargo,Michael Pena,b8af1cc4-5e3e-4047-89ca-762ac3d6bbe6,"Barnes, Mayer and Scott","{'city': 'South Hollymouth', 'state': 'NJ', 'country': 'UK'}",T9063,CNP,mobile_app,"{'latitude': Decimal('85.686453'), 'longitude': Decimal('-101.904589')}",277826,biometric,,58,failed,technical error,,0,74.64.36.176,9a0583da-e30f-40c3-ab26-bace9290ee0a,,0da613f5-fe5c-4548-9019-ea43acc16549,email,Michael Pena,1949-06-12,Haiti,Passport,6e7c4535,Algeria,2031-05-23,"PSC 8629, Box 4705
APO AP 82357",+1-630-863-5840,diane11@example.org,Patent examiner,Johnson Ltd,inheritance,50k-100k,True,10.0,0,,1980-11-24,,,,,,
a1429240-21e3-467b-beb8-6a1a634fffc6,99a9fe62-7643-4bd6-9ce9-e7eb05d10e2e,6110685b-1579-42bd-96b8-564fde51bb41,online,2024-10-29 23:04:21,20.6,GBP,5735,Grocery,credit,429.35,Visa,**** **** **** 6910,08/32,Bank of America,Danielle Graham,b8af1cc4-5e3e-4047-89ca-762ac3d6bbe6,"Barnes, Mayer and Scott","{'city': 'South Hollymouth', 'state': 'NJ', 'country': 'UK'}",T9063,CNP,online,"{'latitude': Decimal('46.655172'), 'longitude': Decimal('-143.212363')}",891142,password,Passed,82,failed,insufficient funds,,4,6.111.81.117,a854ba4a-3944-4ba3-b9a0-dfc09804eab5,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/5.0),73e24c0a-de99-45fc-a62d-1e7bc377d2b8,direct,Danielle Graham,1957-08-30,Svalbard & Jan Mayen Islands,Driver's License,81c05c33,Reunion,2029-06-20,"590 George Tunnel Suite 313
East Samantha, DC 26287",320-701-1732,clogan@example.com,"Designer, multimedia","Flynn, Edwards and Reed",investment,>250k,True,6.0,0,,2001-11-19,,,,,,
25cf0c9c-001f-4835-98a1-2eafb0e69b42,1f2f7559-a1e8-4a8a-928d-b39cd6571baa,1922baee-dff2-4f90-9a58-160fa3736122,POS,2024-10-15 10:22:30,176.76,GBP,5999,Clothing,saving,2328.46,Visa,**** **** **** 8751,12/26,Wells Fargo,Michael Pena,bcac81b5-b042-4623-8e89-7d61986928b3,"Park, Delgado and Miller","{'city': 'Larsonberg', 'state': 'MA', 'country': 'UK'}",T3950,NFC,POS,"{'latitude': Decimal('46.1857345'), 'longitude': Decimal('-125.721905')}",105707,PIN,,86,pending,technical error,,8,,,,85e64732-30f9-48f1-b3b3-2016b2e439fb,direct,Michael Pena,1949-06-12,Haiti,Passport,6e7c4535,Algeria,2031-05-23,"PSC 8629, Box 4705
APO AP 82357",+1-630-863-5840,diane11@example.org,Patent examiner,Johnson Ltd,inheritance,50k-100k,True,10.0,0,,1980-11-24,,,,,,
599c6e5e-b5f6-41cb-b638-7a284dbf89f1,99a9fe62-7643-4bd6-9ce9-e7eb05d10e2e,6110685b-1579-42bd-96b8-564fde51bb41,mobile_app,2024-10-17 21:13:56,382.04,GBP,5735,Clothing,saving,5841.65,Visa,**** **** **** 3524,11/33,Bank of America,Danielle Graham,704805e9-23ac-4529-86ab-a725b04c8614,Perez-Burch,"{'city': 'Jamesmouth', 'state': 'MA', 'country': 'UK'}",T1357,CNP,mobile_app,"{'latitude': Decimal('57.486903'), 'longitude': Decimal('22.237272')}",292681,PIN,,34,approved,insufficient funds,,8,206.71.107.199,218fa11c-b8fd-479a-a173-ae0bd577bdc1,,b8a8c1af-0033-43c0-ac24-db01e1f68502,social media,Danielle Graham,1957-08-30,Svalbard & Jan Mayen Islands,Driver's License,81c05c33,Reunion,2029-06-20,"590 George Tunnel Suite 313
East Samantha, DC 26287",320-701-1732,clogan@example.com,"Designer, multimedia","Flynn, Edwards and Reed",investment,>250k,True,6.0,0,,2001-11-19,,,,,,
f698da46-7a8f-47d7-a450-cfb1d529ce8c,1f2f7559-a1e8-4a8a-928d-b39cd6571baa,1922baee-dff2-4f90-9a58-160fa3736122,mobile_app,2024-11-11 02:13:31,81.21,GBP,5411,Gas,saving,8404.11,Visa,**** **** **** 2633,05/25,Wells Fargo,Michael Pena,bcac81b5-b042-4623-8e89-7d61986928b3,"Park, Delgado and Miller","{'city': 'Larsonberg', 'state': 'MA', 'country': 'UK'}",T3950,CNP,mobile_app,"{'latitude': Decimal('64.687496'), 'longitude': Decimal('1.442168')}",709827,biometric,,5,approved,insufficient funds,,6,102.145.162.181,77c06aa1-c309-4419-9bb9-43a362027856,,7729b27a-e54e-4d91-8c44-39caa039f319,social media,Michael Pena,1949-06-12,Haiti,Passport,6e7c4535,Algeria,2031-05-23,"PSC 8629, Box 4705
APO AP 82357",+1-630-863-5840,diane11@example.org,Patent examiner,Johnson Ltd,inheritance,50k-100k,True,10.0,0,,1980-11-24,,,,,,
e7ae1047-2964-4041-a62e-400de64d08eb,99a9fe62-7643-4bd6-9ce9-e7eb05d10e2e,5727ac99-50a8-4d5d-970a-e021ea06eb70,mobile_app,2024-10-18 03:04:58,257.52,GBP,5921,Electronics,saving,2491.14,Visa,**** **** **** 3345,01/32,Chase,Danielle Graham,4f505bab-8672-4256-ba4a-0dcce2744ea3,"Roberts, Howard and Turner","{'city': 'West Rhondafurt', 'state': 'ME', 'country': 'UK'}",T9014,CNP,mobile_app,"{'latitude': Decimal('25.737946'), 'longitude': Decimal('120.957486')}",965153,biometric,,33,approved,insufficient funds,,9,198.238.155.241,31df7b6f-d600-4b1b-a226-f4b9cc9055fc,,f1228c74-f6a8-4e5c-9802-248c308d0a0b,referral,Danielle Graham,1957-08-30,Svalbard & Jan Mayen Islands,Driver's License,81c05c33,Reunion,2029-06-20,"590 George Tunnel Suite 313
East Samantha, DC 26287",320-701-1732,clogan@example.com,"Designer, multimedia","Flynn, Edwards and Reed",investment,>250k,True,6.0,0,,2001-11-19,,,,,,
b2bcfcdd-64f0-4a88-996a-5b8f62e46860,1f2f7559-a1e8-4a8a-928d-b39cd6571baa,1922baee-dff2-4f90-9a58-160fa3736122,mobile_app,2024-11-12 11:54:17,242.29,GBP,5812,Restaurant,saving,4718.14,Visa,**** **** **** 4010,09/29,Wells Fargo,Michael Pena,bcac81b5-b042-4623-8e89-7d61986928b3,"Park, Delgado and Miller","{'city': 'Larsonberg', 'state': 'MA', 'country': 'UK'}",T3950,CNP,mobile_app,"{'latitude': Decimal('-15.8519945'), 'longitude': Decimal('-167.777243')}",705733,PIN,,18,approved,technical error,,0,220.161.198.42,fdc19816-afd9-4eaf-9c0b-331c3fcacc2e,,b73b1c37-ef54-4ed9-bc08-90401da720b7,referral,Michael Pena,1949-06-12,Haiti,Passport,6e7c4535,Algeria,2031-05-23,"PSC 8629, Box 4705
APO AP 82357",+1-630-863-5840,diane11@example.org,Patent examiner,Johnson Ltd,inheritance,50k-100k,True,10.0,0,,1980-11-24,,,,,,
56143ea2-6363-4f4d-b274-a15690429414,99a9fe62-7643-4bd6-9ce9-e7eb05d10e2e,166684e1-df00-4425-a423-8c9d7a84bb82,POS,2024-11-03 22:04:28,279.06,GBP,5999,Grocery,debit,4860.64,Visa,**** **** **** 1133,05/32,Chase,Danielle Graham,088be352-6bcf-4832-8278-c6f12b59f692,Arroyo Inc,"{'city': 'West Pamelamouth', 'state': 'NJ', 'country': 'UK'}",T6252,swipe,POS,"{'latitude': Decimal('8.404196'), 'longitude': Decimal('172.960064')}",842223,PIN,,98,failed,technical error,,9,,,,fa20acaf-5a6d-4142-9923-7e053accf66e,direct,Danielle Graham,1957-08-30,Svalbard & Jan Mayen Islands,Driver's License,81c05c33,Reunion,2029-06-20,"590 George Tunnel Suite 313
East Samantha, DC 26287",320-701-1732,clogan@example.com,"Designer, multimedia","Flynn, Edwards and Reed",investment,>250k,True,6.0,0,,2001-11-19,,,,,,
