transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,kyc_full_name,kyc_date_of_birth,kyc_nationality,kyc_id_type,kyc_id_number,kyc_id_issuing_country,kyc_id_expiration_date,kyc_address,kyc_phone_number,kyc_email,kyc_occupation,kyc_employer_name,kyc_source_of_funds,kyc_annual_income_range,kyc_pep_status,kyc_aml_risk_score,kyc_closed_false_positive_alerts,kyc_customer_since,kyc_frequent_connection_country,companies_directed,sender_name,sender_account_number,sender_bank,sender_location,source
08b8ce86-fd0d-4765-af82-e64fbb1d62f5,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,279d6aad-a0c0-42f5-8c47-3881d83463ed,POS,2024-11-04 21:46:53,459.55,GBP,5735,Clothing,debit,2001.5,Visa,**** **** **** 9030,12/27,Chase,David Hill,1e253e3b-1614-4aff-be7f-4d2886f5558b,Lee PLC,"{'city': 'West Michaelville', 'state': 'AL', 'country': 'UK'}",T3861,NFC,POS,"{'latitude': Decimal('23.7473085'), 'longitude': Decimal('-46.202257')}",856324,PIN,,2.0,approved,,,6.0,,,,ed00ccbf-b338-4b41-ba58-0de23f6fff2a,direct,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,,,,,
7d6fa0dd-21d2-447e-8ef6-fd2ba36ef4d2,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,279d6aad-a0c0-42f5-8c47-3881d83463ed,POS,2024-11-02 12:02:28,327.77,GBP,5411,Gas,debit,1002.14,Visa,**** **** **** 8449,07/34,Chase,David Hill,7f63deae-b88b-4587-b104-5816c3b96e4e,Taylor-Blankenship,"{'city': 'East Garyview', 'state': 'GU', 'country': 'UK'}",T5403,chip,POS,"{'latitude': Decimal('26.409225'), 'longitude': Decimal('105.879972')}",889883,PIN,,15.0,approved,,,10.0,,,,92784f55-a17f-4d5f-a7a5-ba3163942dcf,social media,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,,,,,
74708d0a-8a00-4a8c-aaaf-b030a8a11281,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,bbe45a4a-add0-4247-af51-359ae54e1324,POS,2024-11-08 07:31:44,117.98,GBP,5999,Clothing,debit,1927.36,Visa,**** **** **** 2606,03/32,Bank of America,David Hill,ce72181d-2ee1-4325-b3c9-4a45cab641ec,Mcbride-Carter,"{'city': 'West Justinborough', 'state': 'PR', 'country': 'UK'}",T9046,swipe,POS,"{'latitude': Decimal('15.211541'), 'longitude': Decimal('86.028315')}",762491,PIN,,8.0,approved,,,5.0,,,,ddbbc013-6a4c-4b13-ab29-a5ab6776685f,email,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,,,,,
bafaaa3b-45a3-4e30-8b69-4144418b1ad1,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,279d6aad-a0c0-42f5-8c47-3881d83463ed,POS,2024-10-20 20:01:43,500.64,GBP,5921,Gas,debit,2496.72,Visa,**** **** **** 4042,07/33,Chase,David Hill,98e4f665-4a64-41e0-bc8e-e887657ef132,"Roberts, Dean and Lucero","{'city': 'South Leslie', 'state': 'TN', 'country': 'UK'}",T4769,NFC,POS,"{'latitude': Decimal('20.402316'), 'longitude': Decimal('-100.604707')}",506769,PIN,,5.0,approved,,,1.0,,,,3c21001c-d7e8-4695-bcf3-73ceb0e4e033,social media,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,,,,,
37c4f597-b839-41c5-bdfd-e8208c9f454c,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,279d6aad-a0c0-42f5-8c47-3881d83463ed,POS,2024-11-03 18:20:17,257.63,GBP,5812,Gas,debit,2282.77,Visa,**** **** **** 5520,07/33,Chase,David Hill,ab98ccd2-d76d-4319-8eb2-1a8a631c090f,Herring Inc,"{'city': 'Juarezville', 'state': 'MN', 'country': 'UK'}",T7960,chip,POS,"{'latitude': Decimal('89.726038'), 'longitude': Decimal('120.993453')}",280957,PIN,,12.0,approved,,,8.0,,,,ed92d7aa-b9cd-4dc6-af25-47d39a3c1ede,social media,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,,,,,
bdde74fc-37df-42b4-9e59-db11fe64fa87,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,279d6aad-a0c0-42f5-8c47-3881d83463ed,inbound,2024-05-18 13:38:18,560000.0,GBP,,Gift from parents,,4207.67,,,,,,,,,,,bank_transfer,,,,,0.0,approved,,,,,,,,,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,Parents of David Hill,****9635,Bank of America,"{'city': 'North Karenmouth', 'state': 'UT', 'country': 'UK'}",gift
93d32564-fa46-4db9-8e46-90d124509f94,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,279d6aad-a0c0-42f5-8c47-3881d83463ed,inbound,2024-10-29 08:31:04,250000.0,GBP,,Cross-border from HK,,2052.58,,,,,,,,,,,bank_transfer,,,,,0.0,approved,,,,,,,,,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,HK Entity,****7110,HK Bank,"{'city': 'East Monicastad', 'state': 'FL', 'country': 'HK'}",cross-border
ae30a91a-ca94-419a-9cc0-ae6611f36b95,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,279d6aad-a0c0-42f5-8c47-3881d83463ed,online,2024-08-28 02:43:42,2685.36,GBP,,Cryptocurrency,,4868.45,,,,,,d20e2fed-a82f-45dd-a0a7-4958a3662111,BitcoinTrade,"{'city': 'Loveborough', 'state': 'AS', 'country': 'UK'}",,CNP,online,,,,,,approved,,,,,,,,,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,,,,,
fb3fbd5a-8988-4210-8bfd-d5cf78982a32,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,279d6aad-a0c0-42f5-8c47-3881d83463ed,online,2024-09-12 13:51:35,2194.68,GBP,,Cryptocurrency,,2040.69,,,,,,875661f9-a0a0-452b-b8b5-c680081534ec,BitcoinTrade,"{'city': 'Weberview', 'state': 'TN', 'country': 'UK'}",,CNP,online,,,,,,approved,,,,,,,,,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,,,,,
3630fb56-f8fd-492f-a467-2635699cddef,169a2c08-4c2a-4c3e-b6e7-5b4ef2e0d64b,bbe45a4a-add0-4247-af51-359ae54e1324,online,2024-09-08 22:19:38,2372.08,GBP,,Cryptocurrency,,4631.97,,,,,,b4cfe6d0-888f-445c-9302-b808e995973d,BitcoinTrade,"{'city': 'Josephmouth', 'state': 'GU', 'country': 'UK'}",,CNP,online,,,,,,approved,,,,,,,,,David Hill,2001-09-12,UK,Passport,8e2faa08,UK,2027-06-23,"PSC 4226, Box 1676
APO AA 19324",(318)788-3024x47108,owentonya@example.com,Student,,Gift,<20k,True,85,13,2023-11-14,China,,,,,,
